Идентификатор DOI *,Количество авторов *,Фамилия *,Имя *,Количество аффиляций *,Аффиляция *,Контрибьюция *,Дата публикации *,Наименование публикации *,Наименование издания *,Библиографическая ссылка *,Вид издания  *
10.25018/0236_1493_2023_51_0_157,5,Klyuev, R.V.,1,Moscow Polytechnic University,0.2,2023,Short-term prediction of energy consumption at concentration factory [КРАТКОСРОЧНОЕ ПРОГНОЗИРОВАНИЕ ЭЛЕКТРОПОТРЕБЛЕНИЯ ОБОГАТИТЕЛЬНОЙ ФАБРИКИ],Mining Informational and Analytical Bulletin,"Morgoeva, A.D., Morgoev, I.D., Klyuev, R.V., Khetagurov, V.N., Gavrina, O.A. Short-term prediction of energy consumption at concentration factory [КРАТКОСРОЧНОЕ ПРОГНОЗИРОВАНИЕ ЭЛЕКТРОПОТРЕБЛЕНИЯ ОБОГАТИТЕЛЬНОЙ ФАБРИКИ] (2023) Mining Informational and Analytical Bulletin, Выпуск 5, pp. 157-169",Статья
10.1007/s10692-023-10396-9,2,"Yamilinets, Kondratov"," S.Y.,  A.P.",1,"Moscow Polytechnic University, Moscow Polytechnic University",1.0,2023,Improved Chemical Resistance During Use of Fiber-Reinforced Multi-Layer Composite Sheets,Fibre Chemistry,"Yamilinets, S.Y., Kondratov, A.P. Improved Chemical Resistance During Use of Fiber-Reinforced Multi-Layer Composite Sheets (2023) Fibre Chemistry, 54 (5), pp. 300-307",Статья
10.26668/revistajur.2316-753X.v1i73.6282,4,Livson, M.,1,Moscow Polytechnic University,0.25,2023,STATE REGULATION AS A COMPREHENSIVE MECHANISM FOR THE SUSTAINABLE DEVELOPMENT OF TERRITORIES [REGULAÇÃO ESTADUAL COMO MECANISMO INTEGRAL PARA O DESENVOLVIMENTO SUSTENTÁVEL DOS TERRITÓRIOS],Revista Juridica,"Rybak, V., Kryanev, Y., Shichkin, I., Livson, M. STATE REGULATION AS A COMPREHENSIVE MECHANISM FOR THE SUSTAINABLE DEVELOPMENT OF TERRITORIES [REGULAÇÃO ESTADUAL COMO MECANISMO INTEGRAL PARA O DESENVOLVIMENTO SUSTENTÁVEL DOS TERRITÓRIOS] (2023) Revista Juridica, 1 (73), pp. 831-844",Статья
10.15828/2075-8545-2023-15-2-117-123,5,"Nazarov, Dedov"," V.G.,  A.V.",1,"Moscow Polytechnic University, Moscow Polytechnic University",0.4,2023,Gradient non-woven fabrics with a modified surface nanolayer for water filtration in construction industry,Nanotechnologies in Construction,"Nazarov, V.G., Ivanov, L.A., Dedov, A.V., Bokova, E.S., Statnik, E.S. Gradient non-woven fabrics with a modified surface nanolayer for water filtration in construction industry (2023) Nanotechnologies in Construction, 15 (2), pp. 117-123",Статья
10.4102/hts.v79i1.8369,6,Saenko, N.R.,1,Department of Humanitarian Disciplines,0.17,2023,Islamic teachings and religious brotherhood in the Islamic society,HTS Teologiese Studies / Theological Studies,"Jamil, M., Abbas, S.Z., Al-Salami, A.A.A., Al-Khafaji, F.A.H., Saenko, N.R., Ramírez-Coronel, A.A. Islamic teachings and religious brotherhood in the Islamic society (2023) HTS Teologiese Studies / Theological Studies, 79 (1), Статья № a8369",Статья
10.1080/10652469.2023.2212396,1,Bezrodnykh, S.I.,1,Moscow Polytechnic University,1.0,2023,Constructing basises in solution space of the system of equations for the Lauricella Function FD(N),Integral Transforms and Special Functions,"Bezrodnykh, S.I. Constructing basises in solution space of the system of equations for the Lauricella Function FD(N) (2023) Integral Transforms and Special Functions, 34 (11), pp. 813-834",Статья
10.1016/j.ijhydene.2023.04.302,12,Zadorozhnyy, M.,2,"National University of Science and Technology “MISIS”, Moscow Polytechnic University",0.04,2023,Production of multi-principal-component alloys by pendent-drop melt extraction,International Journal of Hydrogen Energy,"Korol, A., Zadorozhnyy, V., Zadorozhnyy, M., Bazlov, A., Berdonosova, E., Serov, M., Stepashkin, A., Zheleznyi, M., Novikov, A., Kaloshkin, S., Klyamkin, S., Savvotin, I. Production of multi-principal-component alloys by pendent-drop melt extraction (2023) International Journal of Hydrogen Energy",Статья
10.37497/sdgs.v11i1.267,5,Biryukov, V.,1,Moscow Polytechnic University,0.2,2023,DEVELOPMENT OF COMPETENCE IN THE SPHERE OF INFORMATION SECURITY TO ACHIEVE SUSTAINABLE DEVELOPMENT [DESENVOLVIMENTO DE COMPETÊNCIA NO ÂMBITO DA SEGURANÇA DA INFORMAÇÃO PARA ALCANÇAR O DESENVOLVIMENTO SUSTENTÁVEL] [DESARROLLO DE COMPETENCIAS EN EL ÁMBITO DE LA SEGURIDAD DE LA INFORMACIÓN PARA ALCANZAR EL DESARROLLO SOSTENIBLE],Journal of Law and Sustainable Development,"Biryukov, V., Nemtchinova, E., Pavlova, T., Kagosyan, A., Avdeeva, T. DEVELOPMENT OF COMPETENCE IN THE SPHERE OF INFORMATION SECURITY TO ACHIEVE SUSTAINABLE DEVELOPMENT [DESENVOLVIMENTO DE COMPETÊNCIA NO ÂMBITO DA SEGURANÇA DA INFORMAÇÃO PARA ALCANÇAR O DESENVOLVIMENTO SUSTENTÁVEL] [DESARROLLO DE COMPETENCIAS EN EL ÁMBITO DE LA SEGURIDAD DE LA INFORMACIÓN PARA ALCANZAR EL DESARROLLO SOSTENIBLE] (2023) Journal of Law and Sustainable Development, 11 (1), Статья № e0267",Статья
10.17580/chm.2023.03.08,3,"Shatalov, Zagoskin"," R.L.,  E.E.",1,"Moscow Polytechnic University, Moscow Polytechnic University",0.67,2023,"Influence of temperature unevenness on the hardness, structure and defects of the piercing plug of a three-roll screw rolling 30-80 mill",Chernye Metally,"Shatalov, R.L., Zagoskin, E.E., Medvedev, V.A. Influence of temperature unevenness on the hardness, structure and defects of the piercing plug of a three-roll screw rolling 30-80 mill (2023) Chernye Metally, 2023 (3), pp. 46-51",Статья
10.17580/tsm.2023.03.10,4,"Letyagin, Akopyan, Ovchinnikov"," N.V.,  T.K.,  V.V.",2,"National University of Science and Technology MISiS, Moscow Polytechnic University, National University of Science and Technology MISiS, Moscow Polytechnic University, Moscow Polytechnic University",0.5,2023,EFFECT OF LASER WELDING ON THE STRUCTURE AND MECHANICAL PROPERTIES OF HOT-ROLLED Al – Zn – Mg – Ca ALLOY SHEETS,Tsvetnye Metally,"Letyagin, N.V., Akopyan, T.K., Palkin, P.A., Ovchinnikov, V.V. EFFECT OF LASER WELDING ON THE STRUCTURE AND MECHANICAL PROPERTIES OF HOT-ROLLED Al – Zn – Mg – Ca ALLOY SHEETS (2023) Tsvetnye Metally, 2023 (3), pp. 66-72",Статья
10.17587/mau.24.199-205,5,Rachkov, M.Yu.,1,Moscow State Polytechnic University,0.2,2023,Dynamic Characteristics Determination of the Radiation Power Control System for the Industrial CO2 Laser Excited by а Nonself-Sustained Glow Discharge [Определение динамических характеристик системы управления мощностью излучения технологических СО2-лазеров с накачкой несамостоятельным тлеющим разрядом],"Mekhatronika, Avtomatizatsiya, Upravlenie","Shemyakin, A.N., Rachkov, M.Yu., Solovyov, N.G., Yakimov, M.Yu., Kotov, M.A. Dynamic Characteristics Determination of the Radiation Power Control System for the Industrial CO2 Laser Excited by а Nonself-Sustained Glow Discharge [Определение динамических характеристик системы управления мощностью излучения технологических СО2-лазеров с накачкой несамостоятельным тлеющим разрядом] (2023) Mekhatronika, Avtomatizatsiya, Upravlenie, 24 (4), pp. 199-205",Статья
10.18355/XL.2023.16.02.22,4,Saenko, N.,1,Department of Humanities,0.25,2023,Writing an argumentative essay: the use of meta-discursive didactic sequences to improve students' skills,XLinguae,"Umirzakova, Z., Akhmetova, L., Saenko, N., Barakhanova, N. Writing an argumentative essay: the use of meta-discursive didactic sequences to improve students' skills (2023) XLinguae, 16 (2), pp. 298-310",Статья
10.17580/chm.2023.02.07,4,"Galaktionova, Zung, Filippov, Gnevashev"," E.A.,  L.C.,  Y.K.,  D.A.",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",1.0,2023,Dependence of the hardness value on the intensity of stresses and deformations during cold forging,Chernye Metally,"Galaktionova, E.A., Zung, L.C., Filippov, Y.K., Gnevashev, D.A. Dependence of the hardness value on the intensity of stresses and deformations during cold forging (2023) Chernye Metally, 2023 (2), pp. 45-48",Статья
10.3329/bjms.v22i2.65001,1,Polevoy, G.G.,1,Department of Physical Education,1.0,2023,The influence of Burpee on the volume of attention of schoolchildren,Bangladesh Journal of Medical Science,"Polevoy, G.G. The influence of Burpee on the volume of attention of schoolchildren (2023) Bangladesh Journal of Medical Science, 22 (2), pp. 392-397",Статья
10.52254/1857-0070.2023.1-57.10,2,"Kostyukov, Kosach"," A.V.,  L.A.",1,"Moscow Polytechnic University, Moscow Polytechnic University",1.0,2023,Heat Transfer Slot Matrix for Compact Rotary Heat Exchangers with Ultra-High Regeneration Ratio for Microturbines [Matrice cu fantă și curea de transfer de căldură pentru schimbătoare de căldură rotative compacte cu o rată de regenerare ultra-înaltă pentru microturbine] [Теплопередающая ленточно-щелевая матрица для компактных роторных теплообменников со сверхвысокой степенью регенерации для микротурбин],Problems of the Regional Energetics,"Kostyukov, A.V., Kosach, L.A. Heat Transfer Slot Matrix for Compact Rotary Heat Exchangers with Ultra-High Regeneration Ratio for Microturbines [Matrice cu fantă și curea de transfer de căldură pentru schimbătoare de căldură rotative compacte cu o rată de regenerare ultra-înaltă pentru microturbine] [Теплопередающая ленточно-щелевая матрица для компактных роторных теплообменников со сверхвысокой степенью регенерации для микротурбин] (2023) Problems of the Regional Energetics, 57 (1), pp. 126-133",Статья
10.1134/S0031918X22602037,6,"Letyagin, Akopyan, Aksenov"," N.V.,  T.K.,  A.A.",2,"National University of Science and Technology MISiS, Moscow Polytechnic University, National University of Science and Technology MISiS, Moscow Polytechnic University, Moscow Polytechnic University",0.33,2023,"The Effect of La on the Microstructure and Mechanical Properties of the (Al) + Al4(Ca,La) Wrought Alloys",Physics of Metals and Metallography,"Letyagin, N.V., Akopyan, T.K., Nguen, Z., Sviridova, T.A., Koshmin, A.N., Aksenov, A.A. The Effect of La on the Microstructure and Mechanical Properties of the (Al) + Al4(Ca,La) Wrought Alloys (2023) Physics of Metals and Metallography, 124 (1), pp. 80-86",Статья
10.47360/1995-4484-2023-42-46,7,Beketova, T.V.,3,"V.A. Nasonova Research Institute of Rheumatology, Central Clinical Hospital of the Administrative Directorate of the President of the Russian Federation, Moscow Polytechnic University",0.05,2023,COVID-19 IN A PATIENT WITH GRANULOMATOSIS WITH POLYANGIITIS: MANAGEMENT TACTICS [COVID-19 у больной гранулематозом с полиангиитом: вопросы тактики ведения],Nauchno-Prakticheskaya Revmatologiya,"Iskhakova, E.F., Sukhorukova, E.V., Badeeva, M.Yu., Dyakova, E.V., Lapshina, S.A., Beketova, T.V., Abdulganieva, D.I. COVID-19 IN A PATIENT WITH GRANULOMATOSIS WITH POLYANGIITIS: MANAGEMENT TACTICS [COVID-19 у больной гранулематозом с полиангиитом: вопросы тактики ведения] (2023) Nauchno-Prakticheskaya Revmatologiya, 61 (1), pp. 42-46",Статья
10.3103/S1068798X2302017X,3,"Komissarenko, Matisen"," A.N.,  A.B.",1,"Kolomna Institute, Kolomna Institute",0.67,2023,Temperature Monitoring of Charge Air at the Diesel Intake,Russian Engineering Research,"Komissarenko, A.N., Matisen, A.B., Varshavskiy, A.A. Temperature Monitoring of Charge Air at the Diesel Intake (2023) Russian Engineering Research, 43 (1), pp. 49-51",Статья
,4,"Kim, Pleshakov"," T.K.,  A.A.",2,"Moscow Pedagogical State University, Moscow Polytechnic University, Moscow Polytechnic University",0.38,2023,STRUCTURAL-CONTENTAL DEFINITENESS OF ACTUALIZATION OF ATHLETES' THINKING TYPES IN THE CONTEXT OF THE SYSTEM-ACTIVITY APPROACH,Teoriya i Praktika Fizicheskoy Kultury,"Kim, T.K., Pleshakov, A.A., Kuzmenko, G.A., Ivankov, C.T. STRUCTURAL-CONTENTAL DEFINITENESS OF ACTUALIZATION OF ATHLETES' THINKING TYPES IN THE CONTEXT OF THE SYSTEM-ACTIVITY APPROACH (2023) Teoriya i Praktika Fizicheskoy Kultury, 2023 (2), pp. 60-63",Статья
10.1007/s10556-023-01174-9,3,"Trutnev, Sokolov, Buzdalina"," N.S.,  A.S.,  I.A.",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",1.0,2023,Computer Simulation of the Hydrodynamics of a Centrifugal Cryogranulator,Chemical and Petroleum Engineering,"Trutnev, N.S., Sokolov, A.S., Buzdalina, I.A. Computer Simulation of the Hydrodynamics of a Centrifugal Cryogranulator (2023) Chemical and Petroleum Engineering, 58 (9-10), pp. 865-870",Статья
,4,"Kim, Korneev"," T.K.,  E.V.",2,"Moscow Pedagogical State University, Moscow Polytechnic University, Moscow Polytechnic University",0.38,2023,ESSENTIAL DESCRIPTIVE CHARACTERISTICS OF THE CROWN HOLD AS A FACTOR OF SUBJECTIVITY OF A SPORTSMAN MARTIAL ARTISTS,Teoriya i Praktika Fizicheskoy Kultury,"Bolshakov, V.V., Kim, T.K., Kuzmenko, G.A., Korneev, E.V. ESSENTIAL DESCRIPTIVE CHARACTERISTICS OF THE CROWN HOLD AS A FACTOR OF SUBJECTIVITY OF A SPORTSMAN MARTIAL ARTISTS (2023) Teoriya i Praktika Fizicheskoy Kultury, 2023 (3), pp. 24-26",Статья
10.1007/s10556-023-01157-w,2,"Golovanov, Lagutkin"," I.Y.,  N.G.",1,"Moscow Polytechnic University, Moscow Polytechnic University",1.0,2023,Determination of Physicomechanical Characteristics of Raschig Rings and Substantiation of Wall Thickness of Fluoroplastic Raschig Rings for Operation under Sulfuric Acid Production Conditions,Chemical and Petroleum Engineering,"Golovanov, I.Y., Lagutkin, N.G. Determination of Physicomechanical Characteristics of Raschig Rings and Substantiation of Wall Thickness of Fluoroplastic Raschig Rings for Operation under Sulfuric Acid Production Conditions (2023) Chemical and Petroleum Engineering, 58 (9-10), pp. 751-756",Статья
,5,"Gilev, Komlev"," G.A.,  M.A.",2,"Moscow Pedagogical State University, Moscow Polytechnic University, Moscow Polytechnic University",0.3,2023,DISTINCTIVE FEATURES OF THE MANIFESTATION OF PHYSICAL QUALITIES OF HIGH SCHOOL GIRLS DEPENDING ON THEIR MORPHOFUNCTIONAL TYPE,Teoriya i Praktika Fizicheskoy Kultury,"Gilev, G.A., Ivankov, C.T., Komlev, M.A., Belyaev, V.V., Zubko, E.A. DISTINCTIVE FEATURES OF THE MANIFESTATION OF PHYSICAL QUALITIES OF HIGH SCHOOL GIRLS DEPENDING ON THEIR MORPHOFUNCTIONAL TYPE (2023) Teoriya i Praktika Fizicheskoy Kultury, 2023 (4), pp. 67-69",Статья
10.47360/1995-4484-2023-62-69,3,Beketova, T.V.,3,"V.A. Nasonova Research Institute of Rheumatology, Central Clinical Hospital of the Administrative Directorate of the President of the Russian Federation, Moscow Polytechnic University",0.11,2023,CLINICAL AND IMMUNOLOGICAL VARIANTS OF ANCA-ASSOCIATED SYSTEMIC VASCULITIS: A LOOK AT THE PULMONARY FIBROSIS IN MICROSCOPIC POLYANGIITIS WITH ANTI-MYELOPEROXIDASE ANTIBODIES AND RHEUMATOID FACTOR. LITERATURE REVIEW AND OWN OBSERVATION [Клинико-иммунологические варианты АНЦА-ассоциированного системного васкулита: в фокусе интерстициальный фиброз легких при микроскопическом полиангиите с гиперпродукцией антител к миелопероксидазе и ревматоидного фактора. Собственное наблюдение и обзор литературы],Nauchno-Prakticheskaya Revmatologiya,"Beketova, T.V., Golovina, O.A., Avdeeva, A.S. CLINICAL AND IMMUNOLOGICAL VARIANTS OF ANCA-ASSOCIATED SYSTEMIC VASCULITIS: A LOOK AT THE PULMONARY FIBROSIS IN MICROSCOPIC POLYANGIITIS WITH ANTI-MYELOPEROXIDASE ANTIBODIES AND RHEUMATOID FACTOR. LITERATURE REVIEW AND OWN OBSERVATION [Клинико-иммунологические варианты АНЦА-ассоциированного системного васкулита: в фокусе интерстициальный фиброз легких при микроскопическом полиангиите с гиперпродукцией антител к миелопероксидазе и ревматоидного фактора. Собственное наблюдение и обзор литературы] (2023) Nauchno-Prakticheskaya Revmatologiya, 61 (1), pp. 62-69",Обзор
,4,Shcherbin, D.V.,1,Moscow Polytechnic University,0.25,2023,INTENSIFICATION OF TEACHING THE TECHNIQUE OF COMPETITIVE EXERCISES WITH KETTLES TO STUDENTS OF HIGHER EDUCATION INSTITUTIONS OF PHYSICAL AND PEDAGOGICAL PROFILE,Teoriya i Praktika Fizicheskoy Kultury,"Sylka, S.I., Irkhina, I.V., Voronkov, A.V., Shcherbin, D.V. INTENSIFICATION OF TEACHING THE TECHNIQUE OF COMPETITIVE EXERCISES WITH KETTLES TO STUDENTS OF HIGHER EDUCATION INSTITUTIONS OF PHYSICAL AND PEDAGOGICAL PROFILE (2023) Teoriya i Praktika Fizicheskoy Kultury, 2023 (3), pp. 42-44",Статья
,3,Pleshakov, A.A.,1,Moscow Polytechnic University,0.33,2023,EFFICIENCY OF MOTOR ACTIVITY OF HIGHLY QUALIFIED FOOTBALL PLAYERS IN CHINA TAKING INTO ACCOUNT THE INTENSITY OF TRAINING AT SMALL VENUES,Teoriya i Praktika Fizicheskoy Kultury,"Polishkis, M.M., Yaqi, L., Pleshakov, A.A. EFFICIENCY OF MOTOR ACTIVITY OF HIGHLY QUALIFIED FOOTBALL PLAYERS IN CHINA TAKING INTO ACCOUNT THE INTENSITY OF TRAINING AT SMALL VENUES (2023) Teoriya i Praktika Fizicheskoy Kultury, 2023 (4), pp. 89-91",Статья
10.22363/2313-2299-2023-14-1-88-103,5,"Philippovich, Rechinsky"," Y.N.,  V.A.",1,"Scientific and Educational Center for Infocognitive Technologies (REC ICT), Scientific and Educational Center for Infocognitive Technologies (REC ICT)",0.4,2023,Multilingual Corpus of Terms: Content and Tools,"RUDN Journal of Language Studies, Semiotics and Semantics","Chulkina, N.L., Philippovich, Y.N., Alexandrova, O.I., Novospassskaya, N.V., Rechinsky, V.A. Multilingual Corpus of Terms: Content and Tools (2023) RUDN Journal of Language Studies, Semiotics and Semantics, 14 (1), pp. 88-103",Статья
10.22201/icat.24486736e.2023.21.1.2182,4,"Skvortsov, Gnatyuk, Sklemina, Nikolaev"," A.A.,  E.O.,  O.Yu.,  V.K.",1,"Department of Dynamics, Department of Dynamics, Department of Dynamics, Department of Dynamics",1.0,2023,Using the linear damage summation hypothesis in determining the endurance limit of titanium alloy,Journal of Applied Research and Technology,"Skvortsov, A.A., Gnatyuk, E.O., Sklemina, O.Yu., Nikolaev, V.K. Using the linear damage summation hypothesis in determining the endurance limit of titanium alloy (2023) Journal of Applied Research and Technology, 21 (1), pp. 98-105",Статья
10.1080/02678292.2023.2196523,12,Kazak, A.V.,2,"Nanomaterials Research Institute, Department of Physics",0.04,2023,Effect of alkyloxy substituents on mesomorphic and photophysical properties of star-shaped tristriazolotriazines,Liquid Crystals,"Zharnikova, N.V., Akopova, O.B., Kazak, A.V., Nikitin, K.S., Usoltsev, S.D., Pigolkina, N.A., Giricheva, N.I., Smirnova, A.I., Kulev, V.A., Kholodkov, I.V., Marfin, Y.S., Usol’tseva, N.V. Effect of alkyloxy substituents on mesomorphic and photophysical properties of star-shaped tristriazolotriazines (2023) Liquid Crystals",Статья
10.26668/businessreview/2023.v8i3.1133,5,Fomicheva, L.,1,Moscow Polytechnic University,0.2,2023,CHOOSING A SCENARIO FOR IMPROVING THE SUSTAINABILITY OF SUPPLY CHAINS IN CONSTRUCTION [ESCOLHENDO UM CENÁRIO PARA MELHORAR A SUSTENTABILIDADE DAS CADEIAS DE ABASTECIMENTO NA CONSTRUÇÃO] [ELECCIÓN DE UN ESCENARIO PARA MEJORAR LA SOSTENIBILIDAD DE LAS CADENAS DE SUMINISTRO EN LA CONSTRUCCIÓN],International Journal of Professional Business Review,"Tinkov, S., Tinkova, E., Babenko, I., Demina, V., Fomicheva, L. CHOOSING A SCENARIO FOR IMPROVING THE SUSTAINABILITY OF SUPPLY CHAINS IN CONSTRUCTION [ESCOLHENDO UM CENÁRIO PARA MELHORAR A SUSTENTABILIDADE DAS CADEIAS DE ABASTECIMENTO NA CONSTRUÇÃO] [ELECCIÓN DE UN ESCENARIO PARA MEJORAR LA SOSTENIBILIDAD DE LAS CADENAS DE SUMINISTRO EN LA CONSTRUCCIÓN] (2023) International Journal of Professional Business Review, 8 (3), Статья № e01133",Статья
10.5890/JEAM.2023.06.005,4,Kosenok, Y.,1,Department of Environmental Safety of Technical Systems,0.25,2023,Economic Indicators for Analyzing the Spatio-Temporal Characteristics of the Supply and Demand for Ecosystem Services,Journal of Environmental Accounting and Management,"Kosenok, Y., Gorbanyov, V., Makar, S., Bubnov, V. Economic Indicators for Analyzing the Spatio-Temporal Characteristics of the Supply and Demand for Ecosystem Services (2023) Journal of Environmental Accounting and Management, 11 (2), pp. 181-191",Статья
10.18522/2073-6606-2023-21-1-108-121,2,"Nikolaev, Skvortsov"," V.K.,  A.A.",1,"Moscow Polytechnic University, Moscow Polytechnic University",1.0,2023,Entrepreneurial university model in the context of regional development: The case of Moscow Polytechnic University [Модель предпринимательского университета в контексте регионального развития: опыт Московского политеха],Terra Economicus,"Nikolaev, V.K., Skvortsov, A.A. Entrepreneurial university model in the context of regional development: The case of Moscow Polytechnic University [Модель предпринимательского университета в контексте регионального развития: опыт Московского политеха] (2023) Terra Economicus, 21 (1), pp. 108-121",Статья
,1,Polevoy, G.,2,"Moscow Polytechnic University, Vyatka State University",0.5,2023,The Effect of Physical Activity on the Attention of School Children,Pakistan Paediatric Journal,"Polevoy, G. The Effect of Physical Activity on the Attention of School Children (2023) Pakistan Paediatric Journal, 47 (1), pp. 72-77",Статья
10.1109/ACCESS.2023.3247503,6,Pristanskiy, E.,2,"Evocargo Llc, Moscow Polytechnic University",0.08,2023,Prior Distribution Refinement for Reference Trajectory Estimation With the Monte Carlo-Based Localization Algorithm,IEEE Access,"Griguletskii, M., Shipitko, O., Abramov, M., Pristanskiy, E., Kibalov, V., Grigoryev, A. Prior Distribution Refinement for Reference Trajectory Estimation With the Monte Carlo-Based Localization Algorithm (2023) IEEE Access, 11, pp. 19093-19102",Статья
10.15828/2075-8545-2023-15-1-53-58,3,"Nazarov, Dedov"," V.G.,  A.V.",1,"Department of Innovative Materials of Print Media Industry, Department of Innovative Materials of Print Media Industry",0.67,2023,Compressibility of the composite material with fiber filleand nanodimensional polyurethane matrix for road and hydro engineering construction,Nanotechnologies in Construction,"Nazarov, V.G., Dedov, A.V., Bokova, E.S. Compressibility of the composite material with fiber filleand nanodimensional polyurethane matrix for road and hydro engineering construction (2023) Nanotechnologies in Construction, 15 (1), pp. 53-58",Статья
10.1109/ACCESS.2023.3245041,5,Shvetsov, A.V.,2,"Moscow Polytechnic University, North-Eastern Federal University",0.1,2023,Spatial Upscaling-Based Algorithm for Detection and Estimation of Hazardous Gases,IEEE Access,"Srivastava, S., Chaudhri, S.N., Rajput, N.S., Alsamhi, S.H., Shvetsov, A.V. Spatial Upscaling-Based Algorithm for Detection and Estimation of Hazardous Gases (2023) IEEE Access, 11, pp. 17731-17738",Статья
10.1177/09673911221150132,5,"Doronin, Rytikov, Evdokimov, Ruduak, Nazarov"," F.A.,  G.O.,  A.G.,  Y.V.,  V.G.",2,"Moscow Polytechnic University, Moscow Polytechnic University, State University of Management, Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",0.9,2023,The synergistic effect of bulk-surface modification onto the wear resistance of the ultrahigh molecular weight polyethylene,Polymers and Polymer Composites,"Doronin, F.A., Rytikov, G.O., Evdokimov, A.G., Ruduak, Y.V., Nazarov, V.G. The synergistic effect of bulk-surface modification onto the wear resistance of the ultrahigh molecular weight polyethylene (2023) Polymers and Polymer Composites, 31",Статья
10.3390/ma16020677,6,Akopyan, T.K.,2,"Department of Metal Forming, Department of Materials Science",0.08,2023,Effect of Radial-Shear Rolling on the Structure and Hardening of an Al–8%Zn–3.3%Mg–0.8%Ca–1.1%Fe Alloy Manufactured by Electromagnetic Casting,Materials,"Gamin, Y.V., Belov, N.A., Akopyan, T.K., Timofeev, V.N., Cherkasov, S.O., Motkov, M.M. Effect of Radial-Shear Rolling on the Structure and Hardening of an Al–8%Zn–3.3%Mg–0.8%Ca–1.1%Fe Alloy Manufactured by Electromagnetic Casting (2023) Materials, 16 (2), Статья № 677",Статья
10.3390/cryst13010039,5,Radionova, L.,1,Department of Metallurgy,0.2,2023,Correlating Electrode Degradation with Weldability of Galvanized BH 220 Steel during the Electrode Failure Process of Resistance Spot Welding,Crystals,"Zhao, D., Vdonin, N., Bezgans, Y., Radionova, L., Glebov, L. Correlating Electrode Degradation with Weldability of Galvanized BH 220 Steel during the Electrode Failure Process of Resistance Spot Welding (2023) Crystals, 13 (1), Статья № 39",Статья
10.25018/0236_1493_2023_1_0_84,4,Klyuev, R.V.,1,Moscow Polytechnic University,0.25,2023,Structural and geological features of ore zones in the southeast of the Siberian Platform [СТРУКТУРНО-ГЕОЛОГИЧЕСКИЕ ОСОБЕННОСТИ РУДНЫХ ЗОН ЮГО-ВОСТОЧНОЙ ЧАСТИ СИБИРСКОЙ ПЛАТФОРМЫ],Mining Informational and Analytical Bulletin,"Bosikov, I.I., Klyuev, R.V., Revazov, V.Ch., Pilieva, D.E. Structural and geological features of ore zones in the southeast of the Siberian Platform [СТРУКТУРНО-ГЕОЛОГИЧЕСКИЕ ОСОБЕННОСТИ РУДНЫХ ЗОН ЮГО-ВОСТОЧНОЙ ЧАСТИ СИБИРСКОЙ ПЛАТФОРМЫ] (2023) Mining Informational and Analytical Bulletin, Выпуск 1, pp. 84-94",Статья
10.3390/ma16020726,7,"Golik, Klyuev"," V.I.,  R.V.",1,"Department “Technique and Technology of Mining and Oil and Gas Production”, Department “Technique and Technology of Mining and Oil and Gas Production”",0.29,2023,Tailings Utilization and Zinc Extraction Based on Mechanochemical Activation,Materials,"Golik, V.I., Klyuev, R.V., Martyushev, N.V., Brigida, V., Efremenkov, E.A., Sorokova, S.N., Mengxu, Q. Tailings Utilization and Zinc Extraction Based on Mechanochemical Activation (2023) Materials, 16 (2), Статья № 726",Статья
10.3390/ma16010408,9,"Kornyushin, Melnikov, Stepanov"," M.V.,  S.A.,  A.D.",2,"Mobile Solutions Engineering Center, Materials Science Department, Materials Science Department, Materials Science Department",0.28,2023,Evaluation of the Role of the Activating Application Method in the Cold Sintering Process of ZnO Ceramics Using Ammonium Chloride,Materials,"Smirnov, A.V., Kornyushin, M.V., Kholodkova, A.A., Melnikov, S.A., Stepanov, A.D., Fesik, E.V., Mnatsakanyan, V.V., Smirnov, A., Ivakin, Y.D. Evaluation of the Role of the Activating Application Method in the Cold Sintering Process of ZnO Ceramics Using Ammonium Chloride (2023) Materials, 16 (1), Статья № 408",Статья
,3,Polevoy, G.G.,2,"Moscow Polytechnic University, Moscow Technical University of Communications and Informatics",0.17,2023,INFLUENCE OF BURPIE ON ENDURANCE AND SPEED OF SCHOOLCHILDREN,Teoriya i Praktika Fizicheskoy Kultury,"Polevoy, G.G., Sablin, A.B., Chernishev, S.V. INFLUENCE OF BURPIE ON ENDURANCE AND SPEED OF SCHOOLCHILDREN (2023) Teoriya i Praktika Fizicheskoy Kultury, 2023 (1), pp. 78-80",Статья
10.1007/s10965-022-03372-0,4,"Kondratov, Lozitskaya, Samokhin"," A.P.,  A.V.,  V.N.",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",0.75,2023,Mullins effect in polymer large deformation strain gauges,Journal of Polymer Research,"Kondratov, A.P., Lozitskaya, A.V., Samokhin, V.N., Volinsky, A.A. Mullins effect in polymer large deformation strain gauges (2023) Journal of Polymer Research, 30 (1), Статья № 36",Статья
