Авторы,Идентификатор автора(ов),Название,Год,Название источника,Том,Выпуск ,Статья №,Страница начала,Страница окончания,Количество страниц,Ссылка,Организации,Авторы организаций,Тип документа,Источник,EID
"Gilev G.A., Ivankov C.T., Komlev M.A., Belyaev V.V., Zubko E.A.","57200440566;57214447799;58202518100;57222640940;57222631354;","DISTINCTIVE FEATURES OF THE MANIFESTATION OF PHYSICAL QUALITIES OF HIGH SCHOOL GIRLS DEPENDING ON THEIR MORPHOFUNCTIONAL TYPE",2023,"Teoriya i Praktika Fizicheskoy Kultury","2023","4",,"67","69",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153866591&partnerID=40&md5=09900e87b17f5c23841ef519b4fd1b5e","Moscow Pedagogical State University, Moscow, Russian Federation; Moscow Polytechnic University, Moscow, Russian Federation; I.M. Sechenov First Moscow State Medical University, Moscow, Russian Federation","Gilev, G.A., Moscow Pedagogical State University, Moscow, Russian Federation, Moscow Polytechnic University, Moscow, Russian Federation; Ivankov, C.T., Moscow Pedagogical State University, Moscow, Russian Federation; Komlev, M.A., Moscow Polytechnic University, Moscow, Russian Federation; Belyaev, V.V., I.M. Sechenov First Moscow State Medical University, Moscow, Russian Federation; Zubko, E.A., I.M. Sechenov First Moscow State Medical University, Moscow, Russian Federation",Article,Scopus,2-s2.0-85153866591
"Beketova T.V., Golovina O.A., Avdeeva A.S.","7003535611;57291129000;55800114400;","CLINICAL AND IMMUNOLOGICAL VARIANTS OF ANCA-ASSOCIATED SYSTEMIC VASCULITIS: A LOOK AT THE PULMONARY FIBROSIS IN MICROSCOPIC POLYANGIITIS WITH ANTI-MYELOPEROXIDASE ANTIBODIES AND RHEUMATOID FACTOR. LITERATURE REVIEW AND OWN OBSERVATION [Клинико-иммунологические варианты АНЦА-ассоциированного системного васкулита: в фокусе интерстициальный фиброз легких при микроскопическом полиангиите с гиперпродукцией антител к миелопероксидазе и ревматоидного фактора. Собственное наблюдение и обзор литературы]",2023,"Nauchno-Prakticheskaya Revmatologiya","61","1",,"62","69",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153858806&doi=10.47360%2f1995-4484-2023-62-69&partnerID=40&md5=5fdd6e642c2c4a9f86dd0d18dffbe1de","V.A. Nasonova Research Institute of Rheumatology, Kashirskoye Highway, 34A, Moscow, 115522, Russian Federation; Central Clinical Hospital of the Administrative Directorate of the President of the Russian Federation, Marshala Timoshenko Str., 15, Moscow, 121359, Russian Federation; Moscow Polytechnic University, Bolshaya Semyonovskaya Str., 38, Moscow, 107023, Russian Federation","Beketova, T.V., V.A. Nasonova Research Institute of Rheumatology, Kashirskoye Highway, 34A, Moscow, 115522, Russian Federation, Central Clinical Hospital of the Administrative Directorate of the President of the Russian Federation, Marshala Timoshenko Str., 15, Moscow, 121359, Russian Federation, Moscow Polytechnic University, Bolshaya Semyonovskaya Str., 38, Moscow, 107023, Russian Federation; Golovina, O.A., V.A. Nasonova Research Institute of Rheumatology, Kashirskoye Highway, 34A, Moscow, 115522, Russian Federation; Avdeeva, A.S., V.A. Nasonova Research Institute of Rheumatology, Kashirskoye Highway, 34A, Moscow, 115522, Russian Federation",Review,Scopus,2-s2.0-85153858806
"Sylka S.I., Irkhina I.V., Voronkov A.V., Shcherbin D.V.","57612109000;57190882545;56227217600;57219902292;","INTENSIFICATION OF TEACHING THE TECHNIQUE OF COMPETITIVE EXERCISES WITH KETTLES TO STUDENTS OF HIGHER EDUCATION INSTITUTIONS OF PHYSICAL AND PEDAGOGICAL PROFILE",2023,"Teoriya i Praktika Fizicheskoy Kultury","2023","3",,"42","44",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153851444&partnerID=40&md5=c02682ac812e9686491d94a557d53215","Belgorod State National Research University, Belgorod, Russian Federation; Moscow Polytechnic University, Moscow, Russian Federation","Sylka, S.I., Belgorod State National Research University, Belgorod, Russian Federation; Irkhina, I.V., Belgorod State National Research University, Belgorod, Russian Federation; Voronkov, A.V., Belgorod State National Research University, Belgorod, Russian Federation; Shcherbin, D.V., Moscow Polytechnic University, Moscow, Russian Federation",Article,Scopus,2-s2.0-85153851444
"Polishkis M.M., Yaqi L., Pleshakov A.A.","57189495006;57985965000;57204951466;","EFFICIENCY OF MOTOR ACTIVITY OF HIGHLY QUALIFIED FOOTBALL PLAYERS IN CHINA TAKING INTO ACCOUNT THE INTENSITY OF TRAINING AT SMALL VENUES",2023,"Teoriya i Praktika Fizicheskoy Kultury","2023","4",,"89","91",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153851253&partnerID=40&md5=7543274b36663f4e3e02313c725773e2","Russian University of Sport (SCOLIPE), Moscow, Russian Federation; Moscow Polytechnic University, Moscow, Russian Federation","Polishkis, M.M., Russian University of Sport (SCOLIPE), Moscow, Russian Federation; Yaqi, L., Russian University of Sport (SCOLIPE), Moscow, Russian Federation; Pleshakov, A.A., Moscow Polytechnic University, Moscow, Russian Federation",Article,Scopus,2-s2.0-85153851253
"Chulkina N.L., Philippovich Y.N., Alexandrova O.I., Novospassskaya N.V., Rechinsky V.A.","57203533337;56441750400;58193378900;58193935400;58194305300;","Multilingual Corpus of Terms: Content and Tools",2023,"RUDN Journal of Language Studies, Semiotics and Semantics","14","1",,"88","103",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153335873&doi=10.22363%2f2313-2299-2023-14-1-88-103&partnerID=40&md5=3cc7c56a215a87c94c8f6f6de8c62d84","Department of General and Russian Linguistics, Faculty of Philology, Peoples’ Friendship University of Russia (RUDN University), 6, Miklukho-Maklaya str, Moscow, 117198, Russian Federation; Scientific and Educational Center for Infocognitive Technologies (REC ICT), Moscow Polytechnic University, 38, Bolshaya Semyonovskaya str, Moscow, 107023, Russian Federation","Chulkina, N.L., Department of General and Russian Linguistics, Faculty of Philology, Peoples’ Friendship University of Russia (RUDN University), 6, Miklukho-Maklaya str, Moscow, 117198, Russian Federation; Philippovich, Y.N., Scientific and Educational Center for Infocognitive Technologies (REC ICT), Moscow Polytechnic University, 38, Bolshaya Semyonovskaya str, Moscow, 107023, Russian Federation; Alexandrova, O.I., Department of General and Russian Linguistics, Faculty of Philology, Peoples’ Friendship University of Russia (RUDN University), 6, Miklukho-Maklaya str, Moscow, 117198, Russian Federation; Novospassskaya, N.V., Department of General and Russian Linguistics, Faculty of Philology, Peoples’ Friendship University of Russia (RUDN University), 6, Miklukho-Maklaya str, Moscow, 117198, Russian Federation; Rechinsky, V.A., Scientific and Educational Center for Infocognitive Technologies (REC ICT), Moscow Polytechnic University, 38, Bolshaya Semyonovskaya str, Moscow, 107023, Russian Federation",Article,Scopus,2-s2.0-85153335873
"Skvortsov A.A., Gnatyuk E.O., Sklemina O.Yu., Nikolaev V.K.","58173684500;57205123345;57209455294;57487163800;","Using the linear damage summation hypothesis in determining the endurance limit of titanium alloy",2023,"Journal of Applied Research and Technology","21","1",,"98","105",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152927148&doi=10.22201%2ficat.24486736e.2023.21.1.2182&partnerID=40&md5=035212753c699222394423b477fd8603","Department of Dynamics, Strength and Resistance of Materials, Moscow Polytechnic University, Moscow, Russian Federation","Skvortsov, A.A., Department of Dynamics, Strength and Resistance of Materials, Moscow Polytechnic University, Moscow, Russian Federation; Gnatyuk, E.O., Department of Dynamics, Strength and Resistance of Materials, Moscow Polytechnic University, Moscow, Russian Federation; Sklemina, O.Yu., Department of Dynamics, Strength and Resistance of Materials, Moscow Polytechnic University, Moscow, Russian Federation; Nikolaev, V.K., Department of Dynamics, Strength and Resistance of Materials, Moscow Polytechnic University, Moscow, Russian Federation",Article,Scopus,2-s2.0-85152927148
"Kuskarbekova S.I., Khrutskaya A.D., Fedorenko E.N., Karimov I.F., Zulkarnaev D.U.","57212311063;58185495700;58185833300;58185998800;58185832800;","Analyzing the method of increasing the energy efficiency for a direct-flow generator unit based on an educational laboratory stand",2023,"IOP Conference Series: Earth and Environmental Science","1154","1","012016","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152711028&doi=10.1088%2f1755-1315%2f1154%2f1%2f012016&partnerID=40&md5=065af2db6b2f594f9cba847231afd385","South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation; Moscow Polytechnic University, 38, Bolshaya Semenovskaya street, Moscow, 107023, Russian Federation","Kuskarbekova, S.I., South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation; Khrutskaya, A.D., South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation; Fedorenko, E.N., Moscow Polytechnic University, 38, Bolshaya Semenovskaya street, Moscow, 107023, Russian Federation; Karimov, I.F., South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation; Zulkarnaev, D.U., South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation",Conference Paper,Scopus,2-s2.0-85152711028
"Kuskarbekova S.I., Shishkov A.N., Bekhterev D.V., Ershov A.A., Zulkarnaev D.U.","57212311063;43861781400;58185495600;58186327700;58185832800;","Operational improvement of coil type direct-flow steam generator by using chemical water treatment system",2023,"IOP Conference Series: Earth and Environmental Science","1154","1","012005","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152680954&doi=10.1088%2f1755-1315%2f1154%2f1%2f012005&partnerID=40&md5=42198543dba5493186d3979b562cc665","South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation; Moscow Polytechnic University, 38, Bolshaya Semenovskaya street, Moscow, 107023, Russian Federation","Kuskarbekova, S.I., South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation; Shishkov, A.N., Moscow Polytechnic University, 38, Bolshaya Semenovskaya street, Moscow, 107023, Russian Federation; Bekhterev, D.V., South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation; Ershov, A.A., South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation; Zulkarnaev, D.U., South Ural State University, 76, Lenin avenue, Chelyabinsk, 454080, Russian Federation",Conference Paper,Scopus,2-s2.0-85152680954
"Sotnikova E.V., Yu Kalpina N.","57222361366;58185999000;","Ensuring the environmental friendliness of internal combustion engines of agricultural machines in conditions of limited air exchange",2023,"IOP Conference Series: Earth and Environmental Science","1154","1","012019","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152641675&doi=10.1088%2f1755-1315%2f1154%2f1%2f012019&partnerID=40&md5=d9d1198ae5bb746ef5324367018be05e","Moscow Aviation University (National Research Center), 4, Volokolamsk Highway, Moscow, 125993, Russian Federation; Moscow Polytechnic University, 38, Bolshaya Semenovskaya street, Moscow, 107023, Russian Federation","Sotnikova, E.V., Moscow Aviation University (National Research Center), 4, Volokolamsk Highway, Moscow, 125993, Russian Federation; Yu Kalpina, N., Moscow Polytechnic University, 38, Bolshaya Semenovskaya street, Moscow, 107023, Russian Federation",Conference Paper,Scopus,2-s2.0-85152641675
"Zharnikova N.V., Akopova O.B., Kazak A.V., Nikitin K.S., Usoltsev S.D., Pigolkina N.A., Giricheva N.I., Smirnova A.I., Kulev V.A., Kholodkov I.V., Marfin Y.S., Usol’tseva N.V.","6507543227;7004462990;57209682509;57195554161;56784360900;58182648100;57199371129;7102113923;57216241731;6506409450;26432032600;57221993414;","Effect of alkyloxy substituents on mesomorphic and photophysical properties of star-shaped tristriazolotriazines",2023,"Liquid Crystals",,,,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152369677&doi=10.1080%2f02678292.2023.2196523&partnerID=40&md5=e0f3cd6a537e8cf8bbe26b94d90ed8b6","Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation; Department of Physics, Moscow Polytechnic University, Moscow, Russian Federation; Laboratory of Coordination Chemistry of Macrocyclic Compounds, G.A. Krestov Institute of Solution Chemistry of the Russian Academy of Sciences, Ivanovo, Russian Federation; Inorganic Chemistry Department, Ivanovo State University of Chemistry and Technology, Ivanovo, Russian Federation; Department of Chemical Technology of Fibrous Materials, Ivanovo State University of Chemistry and Technology, Ivanovo, Russian Federation; Department of Technology of Electronic Materials and Devices, Ivanovo State University of Chemistry and Technology, Ivanovo, Russian Federation; Pacific National University, Khabarovsk, Russian Federation","Zharnikova, N.V., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation; Akopova, O.B., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation; Kazak, A.V., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation, Department of Physics, Moscow Polytechnic University, Moscow, Russian Federation; Nikitin, K.S., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation, Laboratory of Coordination Chemistry of Macrocyclic Compounds, G.A. Krestov Institute of Solution Chemistry of the Russian Academy of Sciences, Ivanovo, Russian Federation; Usoltsev, S.D., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation, Inorganic Chemistry Department, Ivanovo State University of Chemistry and Technology, Ivanovo, Russian Federation; Pigolkina, N.A., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation, Inorganic Chemistry Department, Ivanovo State University of Chemistry and Technology, Ivanovo, Russian Federation; Giricheva, N.I., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation; Smirnova, A.I., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation; Kulev, V.A., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation, Department of Chemical Technology of Fibrous Materials, Ivanovo State University of Chemistry and Technology, Ivanovo, Russian Federation; Kholodkov, I.V., Department of Technology of Electronic Materials and Devices, Ivanovo State University of Chemistry and Technology, Ivanovo, Russian Federation; Marfin, Y.S., Pacific National University, Khabarovsk, Russian Federation; Usol’tseva, N.V., Nanomaterials Research Institute, Ivanovo State University, Ivanovo, Russian Federation",Article,Scopus,2-s2.0-85152369677
"Tinkov S., Tinkova E., Babenko I., Demina V., Fomicheva L.","57189518687;57189525070;55984728800;57221204078;57216766005;","CHOOSING A SCENARIO FOR IMPROVING THE SUSTAINABILITY OF SUPPLY CHAINS IN CONSTRUCTION [ESCOLHENDO UM CENÁRIO PARA MELHORAR A SUSTENTABILIDADE DAS CADEIAS DE ABASTECIMENTO NA CONSTRUÇÃO] [ELECCIÓN DE UN ESCENARIO PARA MEJORAR LA SOSTENIBILIDAD DE LAS CADENAS DE SUMINISTRO EN LA CONSTRUCCIÓN]",2023,"International Journal of Professional Business Review","8","3","e01133","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152113581&doi=10.26668%2fbusinessreview%2f2023.v8i3.1133&partnerID=40&md5=2aa194010c89dc240246e4f343807109","Entrepreneurship and Logistics Department, Plekhanov Russian University of Economics, Stremyanny 36, Moscow, 117997, Russian Federation; Department of Economic Theory and Management, Moscow Pedagogical State University, Prospekt Vernadskogo, 86, Moscow, 119571, Russian Federation; Institute of Economics, Management and Law, Moscow State University of Technology and Management named after K.G Razumovsky, st. People's Militia, 38, Moscow, 123298, Russian Federation; Moscow Polytechnic University, Bolshaya Semyonovskaya str.38, Moscow, 107023, Russian Federation","Tinkov, S., Entrepreneurship and Logistics Department, Plekhanov Russian University of Economics, Stremyanny 36, Moscow, 117997, Russian Federation; Tinkova, E., Department of Economic Theory and Management, Moscow Pedagogical State University, Prospekt Vernadskogo, 86, Moscow, 119571, Russian Federation; Babenko, I., Institute of Economics, Management and Law, Moscow State University of Technology and Management named after K.G Razumovsky, st. People's Militia, 38, Moscow, 123298, Russian Federation; Demina, V., Department of Economic Theory and Management, Moscow Pedagogical State University, Prospekt Vernadskogo, 86, Moscow, 119571, Russian Federation; Fomicheva, L., Moscow Polytechnic University, Bolshaya Semyonovskaya str.38, Moscow, 107023, Russian Federation",Article,Scopus,2-s2.0-85152113581
